client_id	path	audio	sentence	up_votes	down_votes	age	gender	accents	locale	segment
007	clips/liepa_0070100102.wav	clips/liepa_0070100102.wav	jie yra sudaryti iš architektūrinio dekoratyvinių _ikvepimas ir skulptūrinių formų	0	0	teens	female		lt	
007	clips/liepa_0070100103.wav	clips/liepa_0070100103.wav	tai savotiška amato meno bei tikėjimo sintezė	0	0	teens	female		lt	
007	clips/liepa_0070100104.wav	clips/liepa_0070100104.wav	joje jungiasi skulptūros kalvystės bei tapybos element	0	0	teens	female		lt	
007	clips/liepa_0070100105.wav	clips/liepa_0070100105.wav	tradicinių kryžių darymas lietuvių liaudies meno šaka	0	0	teens	female		lt	
007	clips/liepa_0070100105.wav	clips/liepa_0070100105.wav	įrašyta į junesko žmonijos nematerialaus _ikvepimas ir žodinio paveldo _pauze šedevro sąrašą	0	0	teens	female		lt	
007	clips/liepa_0070100106.wav	clips/liepa_0070100106.wav	koplytstulpiai _ikvepimas koplytėlės pasižymi formų įvairov	0	0	teens	female		lt	
007	clips/liepa_0070100107.wav	clips/liepa_0070100107.wav	lotyniškojo kryžiaus skersinė sija _ikvepimas yra trumpesnė už stačią	0	0	teens	female		lt	
007	clips/liepa_0070100108.wav	clips/liepa_0070100108.wav	graikiškojo kryžiaus abi sijos yra vienodo ilgio _ikvepimas ir susikerta ties viduriu	0	0	teens	female		lt	
007	clips/liepa_0070100109.wav	clips/liepa_0070100109.wav	kryžiai geležinėmis viršūnėmis ornamentuoti kryžiai saulutės	0	0	teens	female		lt	
007	clips/liepa_0070100109.wav	clips/liepa_0070100109.wav	įvairių siužetų medinės skulptūros laikoma _ikvepimas vertingiausiu palikimu	0	0	teens	female		lt	
007	clips/liepa_0070100110.wav	clips/liepa_0070100110.wav	kryždarbystę tyrinėję krašto muziejaus specialistai surengė _ikvepimas iš viso šimtą ekspedicijų	0	0	teens	female		lt	
007	clips/liepa_0070100111.wav	clips/liepa_0070100111.wav	Džamo minaretas stovi kalnų apsuptame slėnyje	0	0	teens	female		lt	
007	clips/liepa_0070100112.wav	clips/liepa_0070100112.wav	ankoras didžiulis šventyklų rūmų vandens telkinių ir kanalų kompleksas kombodže	0	0	teens	female		lt	
007	clips/liepa_0070100113.wav	clips/liepa_0070100113.wav	susidomėjo saundheidžui duoda _ikvepimas nežinomas statybos būdas	0	0	teens	female		lt	
007	clips/liepa_0070100113.wav	clips/liepa_0070100113.wav	nežinia _ikvepimas kaip čia buvo atgabenti ir į tokį aukštį pakelti tonas sveriantys luitai	0	0	teens	female		lt	
007	clips/liepa_0070100114.wav	clips/liepa_0070100114.wav	nauja hipotezė saundheidžas įkurtas kaip didžiulis kapinynas	0	0	teens	female		lt	
007	clips/liepa_0070100115.wav	clips/liepa_0070100115.wav	didžioji kinų siena puikiai pritaikyta prie _ikvepimas reljefo	0	0	teens	female		lt	
007	clips/liepa_0070100115.wav	clips/liepa_0070100115.wav	vingiuoja _pauze palei upių vagas slėnius ir kalnus	0	0	teens	female		lt	
007	clips/liepa_0070100116.wav	clips/liepa_0070100116.wav	senąjame gua įsikūrė portugalų _pauze kolonizatoriai	0	0	teens	female		lt	
007	clips/liepa_0070100117.wav	clips/liepa_0070100117.wav	tibrizas nuo senovės buvo svarbiausias prekybinis centras prie šilko kelio	0	0	teens	female		lt	
007	clips/liepa_0070100117.wav	clips/liepa_0070100117.wav	tad jo turgus turėjo _pauze strateginę reikšmę	0	0	teens	female		lt	
007	clips/liepa_0070100118.wav	clips/liepa_0070100118.wav	turistus vienuolynai stebina unikalių freskų ikonų bei drožinių kolekcijomis _ikvepimas	0	0	teens	female		lt	
007	clips/liepa_0070100119.wav	clips/liepa_0070100119.wav	taip pat svaigina užburiančiais kalnų vaizdais	0	0	teens	female		lt	
007	clips/liepa_0070100120.wav	clips/liepa_0070100120.wav	įspūdingiausias vienuolynų architektūrinis akcentas _ikvepimas frontoną puošiančios _pauze voliutos	0	0	teens	female		lt	
007	clips/liepa_0070100120.wav	clips/liepa_0070100120.wav	kupolinės lubos sunkūs mediniai balkonai	0	0	teens	female		lt	
007	clips/liepa_0070100121.wav	clips/liepa_0070100121.wav	viršutiniai aukštai regis kybo _ikvepimas ore	0	0	teens	female		lt	
007	clips/liepa_0070100122.wav	clips/liepa_0070100122.wav	į patalpas įžengiama pro aukštus _ikvepimas negiliais reljefais _pauze papuoštus portalus	0	0	teens	female		lt	
007	clips/liepa_0070100123.wav	clips/liepa_0070100123.wav	pakilus laiptais atsiduriama centrinėje patalpoje _pauze kurios sienoje iškobtos laidojimo nišos	0	0	teens	female		lt	
007	clips/liepa_0070100124.wav	clips/liepa_0070100124.wav	verčiamasi žemdirbyste žvejyba _ikvepimas medžio raižyb	0	0	teens	female		lt	
007	clips/liepa_0070100125.wav	clips/liepa_0070100125.wav	čia daug mažų siaurų celių _pauze bendri valgomiej	0	0	teens	female		lt	
007	clips/liepa_0070100126.wav	clips/liepa_0070100126.wav	labas	0	0	teens	female		lt	
007	clips/liepa_0070100127.wav	clips/liepa_0070100127.wav	mano gimtadienis yra pavasarį _ikvepimas esu smulkaus sudėjim	0	0	teens	female		lt	
007	clips/liepa_0070100128.wav	clips/liepa_0070100128.wav	mano akys pilkos _pauze gyvenu su mama ir tėčiu	0	0	teens	female		lt	
007	clips/liepa_0070100129.wav	clips/liepa_0070100129.wav	aš mėgstu žaisti sportuoti piešti žiūrėti televizor _ikvepimas	0	0	teens	female		lt	
007	clips/liepa_0070100130.wav	clips/liepa_0070100130.wav	man skauda galvą gerklę sloguoju kosėju turiu temperatūros	0	0	teens	female		lt	
007	clips/liepa_0070100131.wav	clips/liepa_0070100131.wav	aš peršalu	0	0	teens	female		lt	
007	clips/liepa_0070100132.wav	clips/liepa_0070100132.wav	kelias dienas geriu vaistus nuo temperatūros nuo kosulio _pauze vaistus nuo skausmo	0	0	teens	female		lt	
007	clips/liepa_0070100201.wav	clips/liepa_0070100201.wav	politinis ekonominis ir religinis šios civelizacijos centras	0	0	teens	female		lt	
007	clips/liepa_0070100202.wav	clips/liepa_0070100202.wav	archeologiniai radiniai rodo _ikvepimas jog čia gyveno labai specializuoti amatininkai _ikvepimas juvelyras kauladirbys	0	0	teens	female		lt	
007	clips/liepa_0070100203.wav	clips/liepa_0070100203.wav	aptinkama šimtai stilizuotų fikūrų	0	0	teens	female		lt	
007	clips/liepa_0070100204.wav	clips/liepa_0070100204.wav	aprašymuose atskleidžiama mauzauliejaus _pauze ir kapaviečių _ikvepimas grandioziškumas	0	0	teens	female		lt	
007	clips/liepa_0070100205.wav	clips/liepa_0070100205.wav	rašoma apie retus brangakmenius _ikvepimas žvaigždėlapį kur upės ir jūros vaizdavo skystas gyvsidabris	0	0	teens	female		lt	
007	clips/liepa_0070100206.wav	clips/liepa_0070100206.wav	gyventojų buitis ir tadicijos nesikeitė _ikvepimas ginčai sprendžiami taikliai	0	0	teens	female		lt	
007	clips/liepa_0070100207.wav	clips/liepa_0070100207.wav	šis miestas buvo sunkiai pasiekiamas	0	0	teens	female		lt	
007	clips/liepa_0070100207.wav	clips/liepa_0070100207.wav	tačiau tokia geografinė padėtis leido jam _ikvepimas tapti klestinčiu karavanų _pauze ir prekybos centru	0	0	teens	female		lt	
007	clips/liepa_0070100208.wav	clips/liepa_0070100208.wav	klasikiniame laikotarpyje prieš miestui suklestint _ikvepimas vietovė buvo vadinama kitaip	0	0	teens	female		lt	
007	clips/liepa_0070100209.wav	clips/liepa_0070100209.wav	džamo minaratas stovi kalnų apsuptame slėnyje	0	0	teens	female		lt	
007	clips/liepa_0070100210.wav	clips/liepa_0070100210.wav	Bucharos senamiesčiui būdinga viduramžių _ikvepimas arabiška architektūra	0	0	teens	female		lt	
007	clips/liepa_0070100211.wav	clips/liepa_0070100211.wav	Lietuvos didysis kunigaikštis Vytautas _ikvepimas fundavo pirmosios bažnyčios statybą	0	0	teens	female		lt	
007	clips/liepa_0070100212.wav	clips/liepa_0070100212.wav	Dzūkijos nacionaliniame parke ir Kuršių nerijoje saugomos natūralios _pauze ekosistemos	0	0	teens	female		lt	
007	clips/liepa_0070100213.wav	clips/liepa_0070100213.wav	po _pauze Hetitų imperijos žlugimo visas regionas _ikvepimas papuolė į krizę	0	0	teens	female		lt	
007	clips/liepa_0070100214.wav	clips/liepa_0070100214.wav	tada išliko tik sienos šiaurėje _ikvepimas gynusios nuo _ikvepimas klajoklių tautų _pauze tokių kaip hunai ir mongolai	0	0	teens	female		lt	
007	clips/liepa_0070100215.wav	clips/liepa_0070100215.wav	pirmasis europietis aptikęs krioklį jį pavadino tuometinės Anglijos karalienės garbei	0	0	teens	female		lt	
007	clips/liepa_0070100216.wav	clips/liepa_0070100216.wav	krioklys įeina į dviejų nacionalinių parkų teritoriją	0	0	teens	female		lt	
007	clips/liepa_0070100217.wav	clips/liepa_0070100217.wav	į salas traukė viso pasaulio gamtininkai keliautojai nuotykių ieškotojai _ikvepimas banginių medžiotai	0	0	teens	female		lt	
007	clips/liepa_0070100218.wav	clips/liepa_0070100218.wav	kolonistų banga užtvindė salas	0	0	teens	female		lt	
007	clips/liepa_0070100219.wav	clips/liepa_0070100219.wav	tačiau pirmieji salų gyventojai audrų nublokšti paukščiai _pauze fregeta flamingas	0	0	teens	female		lt	
007	clips/liepa_0070100220.wav	clips/liepa_0070100220.wav	chameleonai labai _pauze specializuoti driežai prisitaikę gyventi medžiuose	0	0	teens	female		lt	
007	clips/liepa_0070100221.wav	clips/liepa_0070100221.wav	ežere ir jo apylinkėse buvo aptinkama _ikvepimas apie šššimtą skirtingų _iskvepimas gyvūnų rūšių	0	0	teens	female		lt	
007	clips/liepa_0070100222.wav	clips/liepa_0070100222.wav	undinės mitinės vandens būtybės randamos daugelyje tautų _ikvepimas folklore _iskvepimas	0	0	teens	female		lt	
007	clips/liepa_0070100223.wav	clips/liepa_0070100223.wav	mamuto urvas yra pats ilgiausias pasaulyje urvas	0	0	teens	female		lt	
007	clips/liepa_0070100224.wav	clips/liepa_0070100224.wav	urve _iskvepimas mikroklimatas pastovus _pauze tvyro pastovi temperatūra	0	0	teens	female		lt	
007	clips/liepa_0070100225.wav	clips/liepa_0070100225.wav	išsilydžiusioms uolienoms auštant čaižant vėjams _ikvepimas jos kietėjo ir skeldėo	0	0	teens	female		lt	
007	clips/liepa_0070100226.wav	clips/liepa_0070100226.wav	susidūrė _pauze įtraukų tinklas	0	0	teens	female		lt	
007	clips/liepa_0070100227.wav	clips/liepa_0070100227.wav	šis smiltainio monolitas yra tik milžiniško luito viršūnė	0	0	teens	female		lt	
007	clips/liepa_0070100228.wav	clips/liepa_0070100228.wav	dainų švenčių tradicijos valstybinę apsaugą periodiškumą _ikvepimas tęstinumą ir plėtrą užtikrina Lietuvos respublikos dainų švenčių įstatymas	0	0	teens	female		lt	
007	clips/liepa_0070100229.wav	clips/liepa_0070100229.wav	didelė dalis lietuvių liaudies muzikos yra labai _ikvepimas archajiška	0	0	teens	female		lt	
007	clips/liepa_0070100229.wav	clips/liepa_0070100229.wav	apeiginės paskirties tiek _iskvepimas pagoniškos tiek krikščioniškos	0	0	teens	female		lt	
007	clips/liepa_0070100230.wav	clips/liepa_0070100230.wav	sveiki	0	0	teens	female		lt	
007	clips/liepa_0070100231.wav	clips/liepa_0070100231.wav	ar galėtumėte pasakyti kur yra saldumynų skyrius	0	0	teens	female		lt	
007	clips/liepa_0070100232.wav	clips/liepa_0070100232.wav	prašau man pasverti saldainių	0	0	teens	female		lt	
007	clips/liepa_0070100233.wav	clips/liepa_0070100233.wav	šaldyto maisto produktų skyriuje man pasvėrė žuvies	0	0	teens	female		lt	
007	clips/liepa_0070100234.wav	clips/liepa_0070100234.wav	ar galėčiau gauti _ikvepimas krepšelį pirkiniams	0	0	teens	female		lt	
007	clips/liepa_0070100235.wav	clips/liepa_0070100235.wav	kiek reikia sumokėti	0	0	teens	female		lt	
007	clips/liepa_0070100236.wav	clips/liepa_0070100236.wav	pasilikite grąžą	0	0	teens	female		lt	
007	clips/liepa_0070100237.wav	clips/liepa_0070100237.wav	ačiū	0	0	teens	female		lt	
007	clips/liepa_0070100238.wav	clips/liepa_0070100238.wav	iki	0	0	teens	female		lt	
010	clips/liepa_0100100101.wav	clips/liepa_0100100101.wav	lietuviškieji kryžiai _pauze liaudies mažosios architektūros sakralinio krikščioniškojo turinio statiniai	0	0	teens	female		lt	
010	clips/liepa_0100100102.wav	clips/liepa_0100100102.wav	jie yra sudaryti iš architektūrinių _pauze dekoratyvinių _ikvepimas ir skuptūrinių formų	0	0	teens	female		lt	
010	clips/liepa_0100100103.wav	clips/liepa_0100100103.wav	tai savotiška amato _pauze meno _pauze bei tikėjimo sintezė	0	0	teens	female		lt	
010	clips/liepa_0100100104.wav	clips/liepa_0100100104.wav	joje jungiasi skulptūros _pauze kalvystės _pauze bei tapybos elementai	0	0	teens	female		lt	
010	clips/liepa_0100100105.wav	clips/liepa_0100100105.wav	tradicinių kryžių darymas _pauze lietuvių liaudies meno šaka	0	0	teens	female		lt	
010	clips/liepa_0100100105.wav	clips/liepa_0100100105.wav	įrašyta į Junesko žmonijos _ikvepimas nematerialaus _pauze ir žodinio paveldo šedevrų sąrašą	0	0	teens	female		lt	
010	clips/liepa_0100100106.wav	clips/liepa_0100100106.wav	koplystulpiai _pauze koplytėlės pasižymi formų įvairove	0	0	teens	female		lt	
010	clips/liepa_0100100107.wav	clips/liepa_0100100107.wav	lotyniškojo kryžiaus skersinė sija _ikvepimas yra trumpesnė už stačiąją	0	0	teens	female		lt	
010	clips/liepa_0100100108.wav	clips/liepa_0100100108.wav	graikiškojo kryžiaus abi sijos yra vienodo ilgio _ikvepimas ir susikerta ties viduriu	0	0	teens	female		lt	
010	clips/liepa_0100100109.wav	clips/liepa_0100100109.wav	kryžiai geležinėmis viršūnėmis _ikvepimas ornamentuoti kryžiai _pauze saulutės	0	0	teens	female		lt	
010	clips/liepa_0100100109.wav	clips/liepa_0100100109.wav	įvairių siužetų medinės skulpturos _ikvepimas laikoma vertingiausiu palikimu	0	0	teens	female		lt	
010	clips/liepa_0100100110.wav	clips/liepa_0100100110.wav	kryždirbystę tyrinėję krašto muziejaus specialistai _ikvepimas surengė iš viso šimto ekspedicijų	0	0	teens	female		lt	
010	clips/liepa_0100100111.wav	clips/liepa_0100100111.wav	Džamo minaretas stovi kalnų apsuptame slėnyje	0	0	teens	female		lt	
010	clips/liepa_0100100112.wav	clips/liepa_0100100112.wav	Ankoras _pauze didžiulis šventyklų _pauze rūmų _pauze vandens telkinių _ikvepimas ir kanalų kompleksas Kombodžoje	0	0	teens	female		lt	
010	clips/liepa_0100100113.wav	clips/liepa_0100100113.wav	susdomėjimo Stounhendžui _pauze duoda nežinomos statybos būdas	0	0	teens	female		lt	
010	clips/liepa_0100100113.wav	clips/liepa_0100100113.wav	nežinia _pauze kaip čia buvo atgabenti ir į tokį aukštį pakelti _ikvepimas tonas sveriantys luitai	0	0	teens	female		lt	
010	clips/liepa_0100100114.wav	clips/liepa_0100100114.wav	nauja hipotezė _pauze Stouhendžas įkurtas kaip didžiulis kapinynas	0	0	teens	female		lt	
010	clips/liepa_0100100115.wav	clips/liepa_0100100115.wav	didžioji kinų siena puikiai pritaikyta prieje reljefo	0	0	teens	female		lt	
010	clips/liepa_0100100115.wav	clips/liepa_0100100115.wav	vingiuoja palei upių vagas _pauze slėnius ir kalnus	0	0	teens	female		lt	
010	clips/liepa_0100100116.wav	clips/liepa_0100100116.wav	senąjame Goa įsikūrė portugalų kolonizatoriai	0	0	teens	female		lt	
010	clips/liepa_0100100117.wav	clips/liepa_0100100117.wav	Tebrizas _ikvepimas nuo senovės buvo svarbus prekybinis centras _pauze prie šilko kelio	0	0	teens	female		lt	
010	clips/liepa_0100100117.wav	clips/liepa_0100100117.wav	tat jo turgus turėjo strateginę reikšmę	0	0	teens	female		lt	
010	clips/liepa_0100100118.wav	clips/liepa_0100100118.wav	turistus vienuolynai stebina unikalių freskų _pauze ikonų _ikvepimas bei drožinių kolekcijomis	0	0	teens	female		lt	
010	clips/liepa_0100100119.wav	clips/liepa_0100100119.wav	taip pat svaigina užburiančiais kalnų vaizdais	0	0	teens	female		lt	
010	clips/liepa_0100100120.wav	clips/liepa_0100100120.wav	įspūdingiausias vienuolynų architektūrinis akcentas _ikvepimas frontoną puosiančios _ikvepimas voliutos	0	0	teens	female		lt	
010	clips/liepa_0100100120.wav	clips/liepa_0100100120.wav	kupolinės lubos _pauze sunkūs mediniai balkonai	0	0	teens	female		lt	
010	clips/liepa_0100100121.wav	clips/liepa_0100100121.wav	viršutiniai aukštai _ikvepimas regis kybo ore	0	0	teens	female		lt	
010	clips/liepa_0100100122.wav	clips/liepa_0100100122.wav	į patalpas įžengiame pro aukštus _pauze negiliais reljefais papuoštus _ikvepimas portalus	0	0	teens	female		lt	
010	clips/liepa_0100100123.wav	clips/liepa_0100100123.wav	pakilus laiptais atsiduriame centrinėje patalpoje _pauze kurios sienoje išskobtos _ikvepimas laidojimo nišos	0	0	teens	female		lt	
010	clips/liepa_0100100124.wav	clips/liepa_0100100124.wav	verčiamasi žemdirbyste _pauze žvejyba _pauze medžio raižyba	0	0	teens	female		lt	
010	clips/liepa_0100100125.wav	clips/liepa_0100100125.wav	čia daug mažų _pauze siaurų celių _pauze bendri valgomieji	0	0	teens	female		lt	
010	clips/liepa_0100100126.wav	clips/liepa_0100100126.wav	labas	0	0	teens	female		lt	
010	clips/liepa_0100100127.wav	clips/liepa_0100100127.wav	mano gimtadienis yra pavasarį _ikvepimas esu smulkaus sudėjimo	0	0	teens	female		lt	
010	clips/liepa_0100100128.wav	clips/liepa_0100100128.wav	mano akys pilkos _pauze gyvenu su mama ir tėčiu	0	0	teens	female		lt	
010	clips/liepa_0100100129.wav	clips/liepa_0100100129.wav	aš mėgstu žaisti sportuoti _pauze piešti _ikvepimas žiūrėti televizoriu	0	0	teens	female		lt	
010	clips/liepa_0100100130.wav	clips/liepa_0100100130.wav	man skauda galvą _pauze gerklę _pauze sloguoju _pauze kosėju _pauze turiu temperatūros	0	0	teens	female		lt	
010	clips/liepa_0100100131.wav	clips/liepa_0100100131.wav	aš peršalau	0	0	teens	female		lt	
010	clips/liepa_0100100132.wav	clips/liepa_0100100132.wav	kelias dienas _pauze geriu vaistus _pauze nuo temperatūros _pauze nuo kosulio _ikvepimas vaistus nuo skausmo	0	0	teens	female		lt	
010	clips/liepa_0100100201.wav	clips/liepa_0100100201.wav	Meksikoje esantis senovinis ir unikalus majų šventyklų miestas	0	0	teens	female		lt	
